Longitude,Latitude,LoS,distance,num_paths,DoD_phi,DoD_theta,DoA_phi,DoA_theta,phase,ToA,y
246.822998,376.9710083,1,42.75519943,1,-162.8769989,95.36820221,17.12280083,84.63179779,-114.3160019,1.43E-07,78.13310242
247.022995,376.9710083,1,42.56499863,1,-162.7980042,95.39230347,17.20240021,84.60769653,-34.4435997,1.42E-07,76.71779633
247.2230072,376.9710083,1,42.37480164,1,-162.7169952,95.41649628,17.28269958,84.58350372,45.05099869,1.41E-07,79.66020203
247.4230042,376.9710083,1,42.18470001,1,-162.6360016,95.44100189,17.36380005,84.55899811,124.163002,1.41E-07,77.46829987
247.6230011,376.9710083,1,41.99470139,1,-162.5540009,95.46569824,17.44560051,84.53430176,-157.1130066,1.40E-07,80.91819763
247.822998,376.9710083,1,41.80490112,1,-162.4720001,95.49060059,17.52809906,84.50939941,-78.78119659,1.39E-07,78.20709991
248.022995,376.9710083,1,41.61510086,1,-162.3890076,95.51570129,17.61149979,84.48429871,-0.848224998,1.39E-07,81.65470123
248.2230072,376.9710083,1,41.42539978,1,-162.3040009,95.54109955,17.69560051,84.45890045,76.68090057,1.38E-07,78.92810059
248.4230042,376.9710083,1,41.2358017,1,-162.2200012,95.56659698,17.78039932,84.43340302,153.8009949,1.38E-07,81.5196991
248.6230011,376.9710083,1,41.04629898,1,-162.1340027,95.5923996,17.86610031,84.4076004,-129.4949951,1.37E-07,79.34269714
248.822998,376.9710083,1,40.85689926,1,-162.0469971,95.61840057,17.95249939,84.38159943,-53.21120071,1.36E-07,80.84889984
249.022995,376.9710083,1,40.66759872,1,-161.9600067,95.6446991,18.03980064,84.3553009,22.64570045,1.36E-07,78.94200134
249.2230072,376.9710083,1,40.47840118,1,-161.871994,95.6710968,18.12789917,84.3289032,98.06990051,1.35E-07,79.59989929
249.4230042,376.9710083,1,40.28929901,1,-161.7830048,95.69779968,18.21689987,84.30220032,173.0549927,1.34E-07,77.51370239
249.6230011,376.9710083,1,40.10029984,1,-161.6929932,95.72480011,18.30660057,84.27519989,-112.4049988,1.34E-07,77.75499725
249.822998,376.9710083,1,39.91139984,1,-161.6029968,95.75189972,18.39730072,84.24810028,-38.31560135,1.33E-07,75.78649902
250.022995,376.9710083,1,39.72269821,1,-161.5110016,95.77940369,18.48880005,84.22059631,35.31539917,1.33E-07,76.08200073
250.2230072,376.9710083,1,39.5340004,1,-161.4190063,95.80709839,18.58119965,84.19290161,108.4820023,1.32E-07,74.3792038
250.4230042,376.9710083,1,39.34550095,1,-161.326004,95.83499908,18.67449951,84.16500092,-178.8220062,1.31E-07,74.7806015
250.6230011,376.9710083,1,39.1570015,1,-161.2310028,95.86319733,18.76869965,84.13680267,-106.6039963,1.31E-07,72.98190308
250.822998,376.9710083,1,38.96870041,1,-161.1360016,95.89160156,18.86380005,84.10839844,-34.87149811,1.30E-07,73.35479736
251.022995,376.9710083,1,38.7804985,1,-161.0399933,95.92030334,18.95980072,84.07969666,36.36970139,1.29E-07,71.57189941
251.2230072,376.9710083,1,38.5923996,1,-160.9429932,95.94920349,19.05680084,84.05079651,107.1119995,1.29E-07,72.16570282
251.4230042,376.9710083,1,38.40449905,1,-160.8450012,95.97850037,19.15480042,84.02149963,177.3470001,1.28E-07,70.77079773
251.6230011,376.9710083,1,38.21659851,1,-160.7460022,96.00800323,19.25370026,83.99199677,-112.9309998,1.28E-07,71.89800262
251.822998,376.9710083,1,38.02890015,1,-160.6459961,96.03769684,19.35359955,83.96230316,-43.7303009,1.27E-07,70.813797
252.022995,376.9710083,1,37.84130096,1,-160.5449982,96.06780243,19.4545002,83.93219757,24.9409008,1.26E-07,72.45449829
252.2230072,376.9710083,1,37.65390015,1,-160.4440002,96.09809875,19.55649948,83.90190125,93.07489777,1.26E-07,71.21320343
252.4230042,376.9710083,1,37.46649933,1,-160.3410034,96.12870026,19.65940094,83.87129974,160.6640015,1.25E-07,73.1147995
252.6230011,376.9710083,1,37.27930069,1,-160.2369995,96.1595993,19.76350021,83.8404007,-132.3009949,1.24E-07,71.61100006
252.822998,376.9710083,1,37.09230042,1,-160.1309967,96.19080353,19.86849976,83.80919647,-65.82720184,1.24E-07,73.76670074
253.022995,376.9710083,1,36.90530014,1,-160.0249939,96.22219849,19.97470093,83.77780151,0.076058596,1.23E-07,72.25330353
253.2230072,376.9710083,1,36.71860123,1,-159.9179993,96.2539978,20.08189964,83.7460022,65.40029907,1.23E-07,74.23609924
253.4230042,376.9710083,1,36.5318985,1,-159.8099976,96.28610229,20.19029999,83.71389771,130.1369934,1.22E-07,72.64099884
253.6230011,376.9710083,1,36.34540176,1,-159.6999969,96.3184967,20.29980087,83.6815033,-165.723999,1.21E-07,73.6384964
253.822998,376.9710083,1,36.1590004,1,-159.5899963,96.35119629,20.41040039,83.64880371,-102.1910019,1.21E-07,72.51540375
254.022995,376.9710083,1,35.97280121,1,-159.4779968,96.38420105,20.52219963,83.61579895,-39.27360153,1.20E-07,72.95950317
254.2230072,376.9710083,1,35.7867012,1,-159.3650055,96.41750336,20.63509941,83.58249664,23.01849937,1.19E-07,72.88529968
254.4230042,376.9710083,1,35.60079956,1,-159.2510071,96.45120239,20.7493,83.54879761,84.67559814,1.19E-07,73.48059845
254.6230011,376.9710083,1,35.41500092,1,-159.1349945,96.48519897,20.86470032,83.51480103,145.6880035,1.18E-07,74.4598999
254.822998,376.9710083,1,35.22940063,1,-159.0189972,96.51950073,20.98130035,83.48049927,-153.9559937,1.18E-07,74.81590271
255.022995,376.9710083,1,35.04399872,1,-158.901001,96.55419922,21.09910011,83.44580078,-94.26450348,1.17E-07,76.5428009
255.2230072,376.9710083,1,34.8586998,1,-158.7819977,96.5891037,21.21829987,83.4108963,-35.24980164,1.16E-07,76.16390228
255.4230042,376.9710083,1,34.67359924,1,-158.6609955,96.62449646,21.33869934,83.37550354,23.07780075,1.16E-07,78.54309845
255.6230011,376.9710083,1,34.48860168,1,-158.5399933,96.66020203,21.46039963,83.33979797,80.7071991,1.15E-07,77.51339722
255.822998,376.9710083,1,34.30379868,1,-158.4170074,96.69619751,21.58349991,83.30380249,137.6269989,1.14E-07,80.74530029
256.0230103,376.9710083,1,34.11920166,1,-158.2920074,96.73259735,21.70789909,83.26740265,-166.173996,1.14E-07,78.01609802
256.2229919,376.9710083,1,33.93470001,1,-158.1660004,96.76940155,21.83359909,83.23059845,-110.7080002,1.13E-07,81.353302
256.4230042,376.9710083,1,33.75049973,1,-158.0390015,96.8065033,21.96080017,83.1934967,-55.98680115,1.13E-07,76.39129639
256.6229858,376.9710083,1,33.56639862,1,-157.9109955,96.84400177,22.08939934,83.15599823,-2.022670031,1.12E-07,77.42420197
256.822998,376.9710083,1,33.38249969,1,-157.7810059,96.88189697,22.21940041,83.11810303,51.17179871,1.11E-07,73.90260315
257.0230103,376.9710083,1,33.19879913,1,-157.6490021,96.92019653,22.35090065,83.07980347,103.5839996,1.11E-07,74.30220032
257.2229919,376.9710083,1,33.01520157,1,-157.5160065,96.95880127,22.48390007,83.04119873,155.201004,1.10E-07,72.22049713
257.4230042,376.9710083,1,32.83190155,1,-157.3820038,96.99790192,22.61829948,83.00209808,-153.9920044,1.10E-07,71.75430298
257.6229858,376.9710083,1,32.64870071,1,-157.2460022,97.03730011,22.75440025,82.96269989,-104.0059967,1.09E-07,71.1835022
257.822998,376.9710083,1,32.46580124,1,-157.1080017,97.07720184,22.89189911,82.92279816,-54.85710144,1.08E-07,70.44960022
258.0230103,376.9710083,1,32.28300095,1,-156.9689941,97.11750031,23.03109932,82.88249969,-6.558589935,1.08E-07,71.52410126
258.2229919,376.9710083,1,32.1004982,1,-156.8280029,97.15820313,23.17180061,82.84179688,40.87480164,1.07E-07,70.45429993
258.4230042,376.9710083,1,31.91819954,1,-156.6860046,97.19930267,23.31419945,82.80069733,87.42829895,1.07E-07,71.86170197
258.6229858,376.9710083,1,31.73609924,1,-156.5420074,97.24079895,23.45829964,82.75920105,133.0870056,1.06E-07,70.37860107
258.822998,376.9710083,1,31.55419922,1,-156.3959961,97.28279877,23.60400009,82.71720123,177.8339996,1.05E-07,70.89769745
259.0230103,376.9710083,1,31.37249947,1,-156.2489929,97.32520294,23.75149918,82.67479706,-138.3439941,1.05E-07,71.29940033
259.2229919,376.9710083,1,31.19099998,1,-156.098999,97.36799622,23.90069962,82.63200378,-95.46559906,1.04E-07,69.97380066
259.4230042,376.9710083,1,31.00979996,1,-155.947998,97.41130066,24.05170059,82.58869934,-53.54610062,1.03E-07,72.17389679
259.6229858,376.9710083,1,30.8288002,1,-155.7960052,97.45510101,24.20439911,82.54489899,-12.6026001,1.03E-07,70.45259857
259.822998,376.9710083,1,30.6480999,1,-155.6410065,97.4992981,24.35910034,82.5007019,27.34740067,1.02E-07,72.98370361
260.0230103,376.9710083,1,30.46750069,1,-155.4839935,97.54399872,24.51549911,82.45600128,66.28639984,1.02E-07,73.44180298
260.2229919,376.9710083,1,30.28730011,1,-155.326004,97.5891037,24.6739006,82.4108963,104.1959991,1.01E-07,73.42949677
260.4230042,376.9710083,1,30.1072998,1,-155.1660004,97.63480377,24.83419991,82.36519623,141.0579987,1.00E-07,76.6187973
260.6229858,376.9710083,1,29.92749977,1,-155.003006,97.68090057,24.99650002,82.31909943,176.8540039,9.99E-08,73.57990265
260.822998,376.9710083,1,29.74799919,1,-154.8390045,97.7276001,25.16080093,82.2723999,-148.4360046,9.93E-08,76.44470215
261.0230103,376.9710083,1,29.56870079,1,-154.6730042,97.77469635,25.32710075,82.22530365,-114.8320007,9.87E-08,74.46389771
261.2229919,376.9710083,1,29.38969994,1,-154.5050049,97.82230377,25.49539948,82.17769623,-82.35359955,9.81E-08,74.3082962
261.4230042,376.9710083,1,29.21100044,1,-154.3339996,97.87049866,25.66589928,82.12950134,-51.02190018,9.75E-08,75.05580139
261.6229858,376.9710083,1,29.0326004,1,-154.1620026,97.91919708,25.83849907,82.08080292,-20.85790062,9.69E-08,73.06359863
261.822998,376.9710083,1,28.85449982,1,-153.9869995,97.96839905,26.01329994,82.03160095,8.116629601,9.63E-08,76.35050201
262.0230103,376.9710083,1,28.6765995,1,-153.8099976,98.01809692,26.19020081,81.98190308,35.87960052,9.57E-08,73.93769836
262.2229919,376.9710083,1,28.49900055,1,-153.6309967,98.06839752,26.36949921,81.93160248,62.40829849,9.51E-08,73.22280121
262.4230042,376.9710083,1,28.32180023,1,-153.4490051,98.11930084,26.5510006,81.88069916,87.67960358,9.45E-08,73.38899994
262.6229858,376.9710083,1,28.14480019,1,-153.2649994,98.17070007,26.73489952,81.82929993,111.6699982,9.39E-08,69.9056015
262.822998,376.9710083,1,27.96820068,1,-153.0789948,98.22260284,26.92110062,81.77739716,134.3540039,9.33E-08,69.36979675
263.0230103,376.9710083,1,27.79179955,1,-152.8899994,98.27519989,27.10980034,81.72480011,155.7079926,9.27E-08,69.1309967
263.2229919,376.9710083,1,27.61580086,1,-152.6990051,98.32830048,27.30089951,81.67169952,175.7059937,9.21E-08,68.73079681
263.4230042,376.9710083,1,27.44009972,1,-152.5059967,98.38200378,27.49449921,81.61799622,-165.6779938,9.16E-08,71.15650177
263.6229858,376.9710083,1,27.26479912,1,-152.3090057,98.43630219,27.69059944,81.56369781,-148.4700012,9.10E-08,71.54399872
263.822998,376.9710083,1,27.08979988,1,-152.1109924,98.49120331,27.88940048,81.50879669,-132.6990051,9.04E-08,70.32350159
264.0230103,376.9710083,1,26.9151001,1,-151.9089966,98.54669952,28.09079933,81.45330048,-118.3919983,8.98E-08,70.51429749
264.2229919,376.9710083,1,26.74080086,1,-151.7050018,98.60279846,28.2947998,81.39720154,-105.5780029,8.92E-08,69.47070313
264.4230042,376.9710083,1,26.56690025,1,-151.4980011,98.6595993,28.50169945,81.3404007,-94.28549957,8.86E-08,69.09369659
264.6229858,376.9710083,1,26.3932991,1,-151.2890015,98.71700287,28.7112999,81.28299713,-84.54570007,8.81E-08,72.26760101
264.822998,376.9710083,1,26.2201004,1,-151.076004,98.77500153,28.92370033,81.22499847,-76.38890076,8.75E-08,74.01779938
265.0230103,376.9710083,1,26.04730034,1,-150.8609924,98.83370209,29.13899994,81.16629791,-69.84680176,8.69E-08,74.75180054
265.2229919,376.9710083,1,25.87490082,1,-150.6430054,98.89299774,29.3572998,81.10700226,-64.95179749,8.63E-08,76.35340118
265.4230042,376.9710083,1,25.70289993,1,-150.4210052,98.95300293,29.57859993,81.04699707,-61.73690033,8.58E-08,74.04029846
265.6229858,376.9710083,1,25.53129959,1,-150.1970062,99.01370239,29.80290031,80.98629761,-60.23619843,8.52E-08,71.42620087
265.822998,376.9710083,1,25.36009979,1,-149.9700012,99.07510376,30.03030014,80.92489624,-60.4844017,8.46E-08,72.55889893
266.0230103,376.9710083,1,25.18930054,1,-149.7389984,99.13710022,30.2609005,80.86289978,-62.51720047,8.40E-08,72.61360168
266.2229919,376.9710083,1,25.0189991,1,-149.5050049,99.19989777,30.49469948,80.80010223,-66.37110138,8.35E-08,71.88629913
266.4230042,376.9710083,1,24.84910011,1,-149.2680054,99.26329803,30.73180008,80.73670197,-72.08360291,8.29E-08,71.71779633
266.6229858,376.9710083,1,24.67959976,1,-149.0279999,99.32749939,30.97229958,80.67250061,-79.69319916,8.23E-08,70.38770294
266.822998,376.9710083,1,24.51059914,1,-148.7839966,99.39240265,31.21619987,80.60759735,-89.23899841,8.18E-08,68.52300262
267.0230103,376.9710083,1,24.34210014,1,-148.5370026,99.45800018,31.46349907,80.54199982,-100.7610016,8.12E-08,68.98040009
267.2229919,376.9710083,1,24.17410088,1,-148.2859955,99.52429962,31.71439934,80.47570038,-114.302002,8.07E-08,70.16719818
267.4230042,376.9710083,1,24.00650024,1,-148.0310059,99.59140015,31.96890068,80.40859985,-129.9029999,8.01E-08,69.32530212
267.6229858,376.9710083,1,23.83950043,1,-147.772995,99.65930176,32.22700119,80.34069824,-147.6069946,7.95E-08,68.19850159
267.822998,376.9710083,1,23.67300034,1,-147.5110016,99.72789764,32.48889923,80.27210236,-167.4600067,7.90E-08,68.94159698
268.0230103,376.9710083,1,23.50699997,1,-147.2449951,99.79730225,32.75460052,80.20269775,170.4929962,7.84E-08,71.77500153
268.2229919,376.9710083,1,23.34149933,1,-146.9759979,99.86740112,33.02420044,80.13259888,146.2050018,7.79E-08,72.09960175
268.4230042,376.9710083,1,23.17650032,1,-146.7019958,99.93830109,33.29779816,80.06169891,119.6289978,7.73E-08,69.79299927
268.6229858,376.9710083,1,23.0121994,1,-146.4250031,100.0100021,33.57540131,79.98989868,90.71399689,7.68E-08,70.04509735
268.822998,376.9710083,1,22.84840012,1,-146.1430054,100.0830002,33.85710144,79.91739655,59.41090012,7.62E-08,73.38249969
269.0230103,376.9710083,1,22.68510056,1,-145.8569946,100.1559982,34.14300156,79.84410095,25.66769981,7.57E-08,77.20870209
269.2229919,376.9710083,1,22.52249908,1,-145.5670013,100.2300034,34.43320084,79.76999664,-10.56879997,7.52E-08,72.29499817
269.4230042,376.9710083,1,22.36050034,1,-145.2720032,100.3050003,34.72769928,79.69509888,-49.35300064,7.46E-08,68.49140167
269.6229858,376.9710083,1,22.19910049,1,-144.9730072,100.3809967,35.02669907,79.61930084,-90.74069977,7.41E-08,69.15440369
269.822998,376.9710083,1,22.03829956,1,-144.6699982,100.4570007,35.3302002,79.54270172,-134.7890015,7.35E-08,72.81719971
270.0230103,376.9710083,1,21.87809944,1,-144.3619995,100.5350037,35.63830185,79.46530151,178.4429932,7.30E-08,70.44090271
270.2229919,376.9710083,1,21.71870041,1,-144.048996,100.612999,35.9510994,79.38710022,128.8959961,7.25E-08,66.45999908
270.4230042,376.9710083,1,21.55990028,1,-143.7310028,100.6920013,36.26860046,79.30799866,76.50800323,7.19E-08,67.31230164
270.6229858,376.9710083,1,21.40180016,1,-143.4089966,100.7720032,36.5909996,79.22810364,21.2154007,7.14E-08,70.98760223
270.822998,376.9710083,1,21.24440002,1,-143.0820007,100.8529968,36.91839981,79.14730072,-37.04650116,7.09E-08,67.86759949
271.0230103,376.9710083,1,21.08769989,1,-142.7489929,100.9339981,37.25090027,79.06569672,-98.34410095,7.04E-08,66.74349976
271.2229919,376.9710083,1,20.93180084,1,-142.4120026,101.0169983,37.58850098,78.98320007,-162.7460022,6.98E-08,71.03209686
271.4230042,376.9710083,1,20.77659988,1,-142.0690002,101.0999985,37.93130112,78.89990234,129.6790009,6.93E-08,72.06430054
271.6229858,376.9710083,1,20.62220001,1,-141.7200012,101.1839981,38.27949905,78.81569672,58.85850143,6.88E-08,68.66349792
271.822998,376.9710083,1,20.46859932,1,-141.3670044,101.2689972,38.6332016,78.73059845,-15.28100014,6.83E-08,70.15440369
272.0230103,376.9710083,1,20.31570053,1,-141.0079956,101.3550034,38.99240112,78.64479828,-92.81469727,6.78E-08,73.95670319
272.2229919,376.9710083,1,20.16379929,1,-140.6430054,101.4420013,39.35720062,78.55799866,-173.8200073,6.73E-08,69.18039703
272.4230042,376.9710083,1,20.01259995,1,-140.2720032,101.5299988,39.72779846,78.47039795,101.625,6.68E-08,69.22619629
272.6229858,376.9710083,1,19.86230087,1,-139.8959961,101.6179962,40.10419846,78.38200378,13.43789959,6.63E-08,70.83460236
272.822998,376.9710083,1,19.71290016,1,-139.5130005,101.7070007,40.48669815,78.29270172,-78.46350098,6.58E-08,67.33969879
273.0230103,376.9710083,1,19.56439972,1,-139.125,101.7969971,40.87519836,78.20249939,-174.1649933,6.53E-08,68.56259918
273.2229919,376.9710083,1,19.41690063,1,-138.7299957,101.8880005,41.26979828,78.11160278,86.24770355,6.48E-08,68.22419739
273.4230042,376.9710083,1,19.27029991,1,-138.3289948,101.9800034,41.67079926,78.01979828,-17.31620026,6.43E-08,66.27030182
273.6229858,376.9710083,1,19.12459946,1,-137.9219971,102.072998,42.07820129,77.92720032,-124.947998,6.38E-08,70.4641037
273.822998,376.9710083,1,18.97990036,1,-137.5079956,102.1660004,42.49209976,77.83380127,123.2600021,6.33E-08,66.55539703
274.0230103,376.9710083,1,18.8362999,1,-137.0870056,102.2600021,42.91260147,77.73950195,7.210110188,6.29E-08,67.70950317
274.2229919,376.9710083,1,18.69370079,1,-136.6600037,102.3550034,43.33990097,77.64450073,-113.1949997,6.24E-08,72.03220367
274.4230042,376.9710083,1,18.55209923,1,-136.2259979,102.4509964,43.77399826,77.54879761,121.9449997,6.19E-08,66.96890259
274.6229858,376.9710083,1,18.41160011,1,-135.7850037,102.5479965,44.21519852,77.45220184,-7.474009991,6.14E-08,74.10569763
274.822998,376.9710083,1,18.27230072,1,-135.3370056,102.6449966,44.66339874,77.35489655,-141.5559998,6.10E-08,67.4917984
275.0230103,376.9710083,1,18.13409996,1,-134.8809967,102.7429962,45.11880112,77.25689697,79.59020233,6.05E-08,68.18810272
275.2229919,376.9710083,1,17.99699974,1,-134.4179993,102.8420029,45.58150101,77.15820313,-64.14420319,6.01E-08,69.40239716
275.4230042,376.9710083,1,17.86109924,1,-133.947998,102.9410019,46.05170059,77.05879974,147.128006,5.96E-08,65.69129944
275.6229858,376.9710083,1,17.72640038,1,-133.470993,103.0410004,46.52949905,76.95880127,-6.707859993,5.91E-08,69.86869812
275.822998,376.9710083,1,17.59300041,1,-132.9850006,103.1419983,47.01490021,76.85810089,-165.7689972,5.87E-08,65.04440308
276.0230103,376.9710083,1,17.46089935,1,-132.4920044,103.2429962,47.5080986,76.75689697,29.82410049,5.83E-08,69.5243988
276.2229919,376.9710083,1,17.32999992,1,-131.9909973,103.3450012,48.00920105,76.65499878,-140.0500031,5.78E-08,65.59980011
276.4230042,376.9710083,1,17.20050049,1,-131.4819946,103.4469986,48.5182991,76.55269623,44.48339844,5.74E-08,69.21350098
276.6229858,376.9710083,1,17.07229996,1,-130.9640045,103.5500031,49.03559875,76.44979858,-136.7030029,5.70E-08,66.73090363
276.822998,376.9710083,1,16.94560051,1,-130.4389954,103.6539993,49.56110001,76.34649658,36.26169968,5.65E-08,68.49040222
277.0230103,376.9710083,1,16.82019997,1,-129.9049988,103.7570038,50.09489822,76.24269867,-156.7550049,5.61E-08,68.46080017
277.2229919,376.9710083,1,16.69630051,1,-129.3630066,103.8610001,50.6371994,76.13860321,4.111139774,5.57E-08,66.03720093
277.4230042,376.9710083,1,16.57390022,1,-128.8119965,103.9660034,51.18799973,76.03420258,158.723999,5.53E-08,70.88629913
277.6229858,376.9710083,1,16.4531002,1,-128.2519989,104.0709991,51.74750137,75.92949677,-53.05590057,5.49E-08,65.11489868
277.822998,376.9710083,1,16.33370018,1,-127.6839981,104.1750031,52.31579971,75.82450104,88.62909698,5.45E-08,79.48490143
278.0230103,376.9710083,1,16.2159996,1,-127.1070023,104.2809982,52.89289856,75.7193985,-136.3650055,5.41E-08,66.46869659
278.2229919,376.9710083,1,16.09989929,1,-126.5210037,104.3860016,53.47890091,75.61419678,-8.1854496,5.37E-08,69.26180267
278.4230042,376.9710083,1,15.9854002,1,-125.9260025,104.4909973,54.07389832,75.50900269,113.0199966,5.33E-08,67.05909729
242.4230042,377.17099,1,46.90829849,1,-164.6999969,94.89170074,15.30000019,85.10829926,65.05750275,1.57E-07,71.77529907
242.6230011,377.17099,1,46.71609879,1,-164.6349945,94.91190338,15.36499977,85.08809662,153.0169983,1.56E-07,72.49849701
242.822998,377.17099,1,46.52399826,1,-164.5690002,94.93219757,15.43050003,85.06780243,-119.3010025,1.55E-07,71.51519775
243.022995,377.17099,1,46.33200073,1,-164.503006,94.95269775,15.49660015,85.04730225,-31.89900017,1.55E-07,72.03869629
243.2230072,377.17099,1,46.13999939,1,-164.4369965,94.9733963,15.5632,85.0266037,55.21839905,1.54E-07,71.71320343
243.4230042,377.17099,1,45.94810104,1,-164.3699951,94.99420166,15.63029957,85.00579834,142.0480042,1.53E-07,71.97840118
243.6230011,377.17099,1,45.75619888,1,-164.302002,95.01519775,15.69810009,84.98480225,-131.4140015,1.53E-07,72.3010025
243.822998,377.17099,1,45.5644989,1,-164.2339935,95.03630066,15.76640034,84.96369934,-45.17079926,1.52E-07,72.23539734
244.022995,377.17099,1,45.37279892,1,-164.1649933,95.05770111,15.83530045,84.94229889,40.77339935,1.51E-07,73.08999634
244.2230072,377.17099,1,45.18109894,1,-164.0950012,95.07920074,15.90480042,84.92079926,126.4150009,1.51E-07,72.64369965
244.4230042,377.17099,1,44.98960114,1,-164.0249939,95.10089874,15.97480011,84.89910126,-148.25,1.50E-07,73.90319824
244.6230011,377.17099,1,44.79809952,1,-163.9539948,95.12270355,16.0454998,84.87729645,-63.22539902,1.49E-07,73.13249969
244.822998,377.17099,1,44.6067009,1,-163.8829956,95.14479828,16.11680031,84.85520172,21.48480034,1.49E-07,74.75720215
245.022995,377.17099,1,44.41540146,1,-163.8110046,95.16699982,16.18869972,84.83300018,105.8759995,1.48E-07,73.81430054
245.2230072,377.17099,1,44.22409821,1,-163.7389984,95.18939972,16.26129913,84.81060028,-170.0549927,1.48E-07,75.79869843
245.4230042,377.17099,1,44.03300095,1,-163.6660004,95.21199799,16.33440018,84.78800201,-86.31240082,1.47E-07,74.76490021
245.6230011,377.17099,1,43.84189987,1,-163.5919952,95.23480225,16.4083004,84.76519775,-2.901350021,1.46E-07,76.9713974
245.822998,377.17099,1,43.6507988,1,-163.5169983,95.25769806,16.48270035,84.74230194,80.17420197,1.46E-07,75.72920227
246.022995,377.17099,1,43.4598999,1,-163.4420013,95.28089905,16.55789948,84.71910095,162.9100037,1.45E-07,77.83809662
246.2230072,377.17099,1,43.26910019,1,-163.3659973,95.3042984,16.63369942,84.6957016,-114.6989975,1.44E-07,76.31359863
246.4230042,377.17099,1,43.07830048,1,-163.2899933,95.32779694,16.71010017,84.67220306,-32.65639877,1.44E-07,78.14990234
246.6230011,377.17099,1,42.88759995,1,-163.2129974,95.35160065,16.78730011,84.64839935,49.03229904,1.43E-07,76.68910217
246.822998,377.17099,1,42.6969986,1,-163.1349945,95.37550354,16.86510086,84.62449646,130.3630066,1.42E-07,78.37529755
247.022995,377.17099,1,42.50650024,1,-163.0559998,95.39969635,16.94370079,84.60030365,-148.6699982,1.42E-07,77.54779816
247.2230072,377.17099,1,42.31610107,1,-162.977005,95.42410278,17.02300072,84.57589722,-68.07119751,1.41E-07,78.80899811
247.4230042,377.17099,1,42.1257019,1,-162.8970032,95.44869995,17.10300064,84.55130005,12.15480042,1.41E-07,79.02400208
247.6230011,377.17099,1,41.9355011,1,-162.8159943,95.47350311,17.18370056,84.52649689,92.00260162,1.40E-07,79.43800354
247.822998,377.17099,1,41.74530029,1,-162.7350006,95.49849701,17.26519966,84.50150299,171.4669952,1.39E-07,80.70130157
248.022995,377.17099,1,41.55530167,1,-162.6529999,95.5236969,17.34740067,84.4763031,-109.4570007,1.39E-07,79.51229858
