Longitude,Latitude,LoS,distance,num_paths,DoD_phi,DoD_theta,DoA_phi,DoA_theta,phase,ToA,y
245.2230072,469.9710083,1,22.18079948,1,-63.54610062,100.3889999,116.4540024,79.61070251,-14.21380043,7.40E-08,70.44450378
245.4230042,469.9710083,1,22.26919937,1,-63.07780075,100.3479996,116.9219971,79.65239716,-25.70529938,7.43E-08,65.65830231
245.6230011,469.9710083,1,22.35899925,1,-62.61330032,100.3059998,117.387001,79.69439697,-43.25019836,7.46E-08,83.3647995
245.822998,469.9710083,1,22.45019913,1,-62.15269852,100.2630005,117.8470001,79.73670197,-66.77590179,7.49E-08,66.25140381
246.022995,469.9710083,1,22.54290009,1,-61.69599915,100.2210007,118.3040009,79.77929688,-96.2098999,7.52E-08,74.56590271
246.2230072,469.9710083,1,22.63689995,1,-61.24319839,100.1780014,118.7570038,79.82219696,-131.4799957,7.55E-08,68.18789673
246.4230042,469.9710083,1,22.7322998,1,-60.7942009,100.1350021,119.2060013,79.86540222,-172.5130005,7.59E-08,70.33260345
246.6230011,469.9710083,1,22.82900047,1,-60.3492012,100.0910034,119.651001,79.90879822,140.7630005,7.62E-08,71.50920105
246.822998,469.9710083,1,22.92709923,1,-59.90810013,100.0479965,120.0920029,79.95240021,88.42030334,7.65E-08,70.70050049
247.022995,469.9710083,1,23.0265007,1,-59.47079849,100.0039978,120.5289993,79.99620056,30.53000069,7.68E-08,75.94039917
247.2230072,469.9710083,1,23.12719917,1,-59.03749847,99.95980072,120.961998,80.04019928,-32.83599854,7.72E-08,66.63069916
247.4230042,469.9710083,1,23.22920036,1,-58.60810089,99.91560364,121.3919983,80.08439636,-101.6060028,7.75E-08,70.54769897
247.6230011,469.9710083,1,23.33239937,1,-58.18249893,99.87129974,121.8170013,80.12870026,-175.7100067,7.79E-08,67.62509918
247.822998,469.9710083,1,23.43689919,1,-57.76089859,99.82679749,122.2389984,80.17320251,104.9219971,7.82E-08,73.29640198
248.022995,469.9710083,1,23.54269981,1,-57.3431015,99.78230286,122.6569977,80.21769714,20.3621006,7.86E-08,69.29759979
248.2230072,469.9710083,1,23.64959908,1,-56.92919922,99.73760223,123.0709991,80.26239777,-69.32150269,7.89E-08,77.11849976
248.4230042,469.9710083,1,23.75779915,1,-56.51910019,99.69280243,123.4810028,80.30719757,-164.0590057,7.93E-08,65.56500244
248.6230011,469.9710083,1,23.86709976,1,-56.11289978,99.64800262,123.887001,80.35199738,96.21749878,7.96E-08,70.9240036
248.822998,469.9710083,1,23.9776001,1,-55.71060181,99.60310364,124.2890015,80.39689636,-8.4230299,8.00E-08,64.3687973
249.022995,469.9710083,1,24.08930016,1,-55.31200027,99.55819702,124.6880035,80.44180298,-117.913002,8.04E-08,66.53720093
249.2230072,469.9710083,1,24.20210075,1,-54.91730118,99.51319885,125.0830002,80.48680115,127.814003,8.08E-08,66.0062027
249.4230042,469.9710083,1,24.31609917,1,-54.52629852,99.46820068,125.473999,80.53179932,8.825920105,8.11E-08,66.77749634
249.6230011,469.9710083,1,24.43110085,1,-54.13909912,99.42320251,125.8610001,80.57679749,-114.8119965,8.15E-08,75.40049744
249.822998,469.9710083,1,24.54719925,1,-53.75559998,99.37819672,126.2440033,80.62180328,116.9649963,8.19E-08,66.91970062
250.022995,469.9710083,1,24.6644001,1,-53.37590027,99.33329773,126.6240005,80.66670227,-15.77799988,8.23E-08,85.50219727
250.2230072,469.9710083,1,24.78269958,1,-52.99990082,99.28829956,127,80.71170044,-152.9759979,8.27E-08,68.82240295
250.4230042,469.9710083,1,24.90200043,1,-52.62749863,99.24349976,127.3720016,80.75650024,65.43309784,8.31E-08,79.05090332
250.6230011,469.9710083,0,25.02230072,1,-141.9869995,97.24490356,141.5410004,82.75509644,17.03079987,1.06E-07,70.72409821
250.822998,469.9710083,0,25.14369965,1,-142.2129974,97.20929718,141.7660065,82.79070282,82.25409698,1.06E-07,83.32779694
251.022995,469.9710083,0,25.26600075,1,-142.4360046,97.1740036,141.9889984,82.8259964,145.4049988,1.07E-07,68.78759766
251.2230072,469.9710083,0,25.38929939,1,-142.6569977,97.13890076,142.2100067,82.86109924,-153.4880066,1.07E-07,71.90239716
251.4230042,469.9710083,0,25.51370049,1,-142.8760071,97.10410309,142.4290009,82.89589691,-94.39289856,1.08E-07,78.57060242
251.6230011,469.9710083,0,25.63890076,1,-143.0919952,97.06950378,142.6459961,82.93049622,-37.28179932,1.08E-07,70.311203
251.822998,469.9710083,0,25.76510048,1,-143.3070068,97.03510284,142.8600006,82.96489716,17.87439919,1.09E-07,75.25360107
252.022995,469.9710083,0,25.89229965,1,-143.5189972,97.00099945,143.0720062,82.99900055,71.10399628,1.10E-07,73.42320251
252.2230072,469.9710083,0,26.02029991,1,-143.7299957,96.96710205,143.2830048,83.03289795,122.4349976,1.10E-07,71.36160278
252.4230042,469.9710083,0,26.14929962,1,-143.9380035,96.93340302,143.4909973,83.06659698,171.8939972,1.11E-07,83.8035965
252.6230011,469.9710083,0,26.27910042,1,-144.1439972,96.90000153,143.6970062,83.09999847,-140.4909973,1.11E-07,68.77050018
252.822998,469.9710083,0,26.40979958,1,-144.3480072,96.86669922,143.9019928,83.13330078,-94.69339752,1.12E-07,69.81759644
253.022995,469.9710083,0,26.54140091,1,-144.5509949,96.83380127,144.1040039,83.16619873,-50.68809891,1.12E-07,82.84549713
253.2230072,469.9710083,0,26.6739006,1,-144.7510071,96.8010025,144.3040009,83.1989975,-8.448880196,1.13E-07,73.8687973
253.4230042,469.9710083,0,26.8071003,1,-144.9490051,96.76850128,144.503006,83.23149872,32.04940033,1.13E-07,69.64150238
253.6230011,469.9710083,0,26.94120026,1,-145.1459961,96.73619843,144.6990051,83.26380157,70.83170319,1.14E-07,75.11759949
253.822998,469.9710083,0,27.07620049,1,-145.3399963,96.70420074,144.8939972,83.29579926,107.9219971,1.14E-07,83.8615036
254.022995,469.9710083,0,27.21190071,1,-145.5330048,96.67240143,145.0859985,83.32759857,143.345993,1.15E-07,86.21630096
254.2230072,469.9710083,0,27.34840012,1,-145.723999,96.64080048,145.2769928,83.35919952,177.125,1.15E-07,70.64640045
254.4230042,469.9710083,0,27.48570061,1,-145.9129944,96.60939789,145.4660034,83.39060211,-150.7169952,1.16E-07,69.15460205
254.6230011,469.9710083,0,27.62369919,1,-146.1000061,96.57820129,145.654007,83.42179871,-120.1559982,1.17E-07,77.75640106
254.822998,469.9710083,0,27.76250076,1,-146.2859955,96.54730225,145.8390045,83.45269775,-91.17009735,1.17E-07,71.74859619
255.022995,469.9710083,0,27.90200043,1,-146.4700012,96.51660156,146.022995,83.48339844,-63.73749924,1.18E-07,72.60279846
255.2230072,469.9710083,0,28.04229927,1,-146.6519928,96.48609924,146.2050018,83.51390076,-37.83599854,1.18E-07,75.28299713
255.4230042,469.9710083,0,28.18330002,1,-146.8320007,96.45580292,146.3849945,83.54419708,-13.44439983,1.19E-07,72.58239746
255.6230011,469.9710083,0,28.32500076,1,-147.0110016,96.42579651,146.5639954,83.57420349,9.45855999,1.19E-07,79.63130188
255.822998,469.9710083,0,28.4673996,1,-147.1880035,96.39589691,146.7409973,83.60410309,30.89360046,1.20E-07,75.87539673
256.0230103,469.9710083,0,28.61050034,1,-147.3630066,96.36630249,146.9160004,83.63369751,50.88130188,1.20E-07,67.95279694
256.2229919,469.9710083,0,28.75429916,1,-147.5359955,96.3368988,147.0899963,83.6631012,69.4414978,1.21E-07,80.45439911
256.4230042,469.9710083,0,28.89870071,1,-147.7089996,96.30770111,147.2619934,83.69229889,86.59420013,1.21E-07,68.09149933
256.6229858,469.9710083,0,29.04380035,1,-147.8789978,96.27870178,147.4320068,83.72129822,102.3590012,1.22E-07,69.69560242
256.822998,469.9710083,0,29.18959999,1,-148.0480042,96.25,147.6009979,83.75,116.7539978,1.23E-07,71.5306015
257.0230103,469.9710083,0,29.33600044,1,-148.2149963,96.2213974,147.7689972,83.7786026,129.8000031,1.23E-07,76.10820007
257.2229919,469.9710083,0,29.4829998,1,-148.3809967,96.19300079,147.9340057,83.80699921,141.5140076,1.24E-07,70.8588028
257.4230042,469.9710083,0,29.63069916,1,-74.22290039,92.84059906,-105.7770004,87.15940094,-48.03089905,2.69E-07,74.83460236
257.6229858,469.9710083,0,29.77890015,1,-74.0861969,92.83869934,-105.9140015,87.16130066,82.66179657,2.70E-07,70.97869873
257.822998,469.9710083,0,29.92779922,1,-73.9496994,92.83670044,-106.0500031,87.16329956,-148.5709991,2.70E-07,76.47619629
258.0230103,469.9710083,0,30.07719994,1,-73.81340027,92.83480072,-106.1869965,87.16519928,-21.72649956,2.70E-07,74.44429779
258.2229919,469.9710083,0,30.22719955,1,-73.6772995,92.83280182,-106.322998,87.16719818,103.1999969,2.70E-07,75.49289703
258.4230042,469.9710083,0,30.37789917,1,-73.54129791,92.83080292,-106.4589996,87.16919708,-133.7870026,2.70E-07,71.89959717
258.6229858,469.9710083,0,30.52899933,1,-73.4056015,92.8289032,-106.5940018,87.1710968,-12.68470001,2.70E-07,76.28019714
258.822998,469.9710083,0,30.68079948,1,-73.26999664,92.82689667,-106.7300034,87.17310333,106.512001,2.71E-07,74.9539032
259.0230103,469.9710083,0,30.83300018,1,-73.13459778,92.82479858,-106.8649979,87.17520142,-136.1940002,2.71E-07,75.38529968
259.2229919,469.9710083,0,30.98590088,1,-72.99939728,92.82279968,-107.0009995,87.17720032,-20.79750061,2.71E-07,70.98400116
259.4230042,469.9710083,0,31.13920021,1,-72.86450195,92.82080078,-107.1360016,87.17919922,92.70500183,2.71E-07,74.17350006
259.6229858,469.9710083,0,31.29310036,1,-72.72969818,92.8187027,-107.2699966,87.1812973,-155.6820068,2.71E-07,77.26439667
259.822998,469.9710083,0,31.44750023,1,-114.0029984,92.70469666,-113.5559998,87.29530334,11.8132,2.83E-07,79.63089752
260.0230103,469.9710083,0,31.60239983,1,-114.1269989,92.70220184,-113.6800003,87.29779816,34.86669922,2.83E-07,74.26470184
260.2229919,469.9710083,0,31.75790024,1,-114.25,92.69960022,-113.8040009,87.30039978,56.24160004,2.83E-07,82.05120087
260.4230042,469.9710083,0,31.91379929,1,-114.3740005,92.6969986,-113.927002,87.3030014,75.94229889,2.84E-07,74.92420197
260.6229858,469.9710083,0,32.07020187,1,-114.4970016,92.69450378,-114.0500031,87.30549622,93.97290039,2.84E-07,81.41110229
260.822998,469.9710083,0,32.22710037,1,-114.6200027,92.69190216,-114.1729965,87.30809784,110.3379974,2.84E-07,73.24960327
261.0230103,469.9710083,0,32.3844986,1,-114.7429962,92.68930054,-114.2959976,87.31069946,125.0410004,2.84E-07,85.0565033
261.2229919,469.9710083,0,32.54230118,1,-114.8649979,92.68669891,-114.4189987,87.31330109,138.0870056,2.85E-07,74.93810272
261.4230042,469.9710083,0,32.70059967,1,-114.987999,92.68409729,-114.5410004,87.31590271,149.4810028,2.85E-07,86.37590027
261.6229858,469.9710083,0,32.85929871,1,-115.1100006,92.6815033,-114.663002,87.3184967,159.2259979,2.85E-07,73.03929901
261.822998,469.9710083,0,33.01850128,1,-115.2310028,92.67880249,-114.7850037,87.32119751,167.326004,2.86E-07,90.57279968
262.0230103,469.9710083,0,33.17819977,1,-115.3529968,92.67620087,-114.9059982,87.32379913,173.7879944,2.86E-07,74.7723999
262.2229919,469.9710083,0,33.33819962,1,-115.473999,92.67359924,-115.0279999,87.32640076,178.6139984,2.86E-07,93.53469849
262.4230042,469.9710083,0,33.49879837,1,-115.5950012,92.67089844,-115.1490021,87.32910156,-178.1889954,2.86E-07,73.28829956
262.6229858,469.9710083,0,33.65969849,1,-115.7160034,92.66829681,-115.2699966,87.33170319,-176.6179962,2.87E-07,89.69039917
262.822998,469.9710083,0,33.82099915,1,-115.836998,92.66560364,-115.3899994,87.33439636,-176.6670074,2.87E-07,74.55200195
263.0230103,469.9710083,0,33.98279953,1,-115.9570007,92.66300201,-115.5110016,87.33699799,-178.3300018,2.87E-07,82.25720215
263.2229919,469.9710083,0,34.14490128,1,-116.0770035,92.66030121,-115.6309967,87.33969879,178.3970032,2.88E-07,75.11100006
263.4230042,469.9710083,0,34.30749893,1,-116.1969986,92.6576004,-115.7509995,87.3423996,173.5209961,2.88E-07,82.74330139
263.6229858,469.9710083,0,34.47050095,1,-116.3170013,92.65499878,-115.8700027,87.34500122,167.048996,2.88E-07,75.05419922
263.822998,469.9710083,0,34.63380051,1,-116.435997,92.65229797,-115.9899979,87.34770203,158.9859924,2.88E-07,77.78649902
264.0230103,469.9710083,0,34.79750061,1,-116.5559998,92.64959717,-116.1090012,87.35040283,149.3399963,2.89E-07,77.92500305
264.2229919,469.9710083,0,34.96160126,1,-116.6750031,92.64689636,-116.2279968,87.35310364,138.1199951,2.89E-07,76.72480011
264.4230042,469.9710083,0,35.12609863,1,-116.7929993,92.64420319,-116.3460007,87.35579681,125.3330002,2.89E-07,78.4720993
264.6229858,469.9710083,0,35.29090118,1,-116.9120026,92.64150238,-116.4649963,87.35849762,110.987999,2.90E-07,77.20700073
264.822998,469.9710083,0,35.45610046,1,-117.0299988,92.63880157,-116.5830002,87.36119843,95.09739685,2.90E-07,83.11630249
265.0230103,469.9710083,0,35.62170029,1,-117.1480026,92.63600159,-116.7009964,87.36399841,77.67079926,2.90E-07,74.33930206
265.2229919,469.9710083,0,35.78760147,1,-117.2649994,92.63330078,-116.8190002,87.36669922,58.72100067,2.91E-07,86.79949951
265.4230042,469.9710083,0,35.95389938,1,-117.3830032,92.63059998,-116.935997,87.36940002,38.26169968,2.91E-07,75.25559998
265.6229858,469.9710083,0,36.12049866,1,77.00440216,91.71060181,102.9960022,88.28939819,-136.2559967,4.47E-07,81.24040222
265.822998,469.9710083,0,36.28739929,1,76.9210968,91.70999908,103.0790024,88.29000092,34.14490128,4.47E-07,81.9437027
266.0230103,469.9710083,0,36.45470047,1,76.83779907,91.70950317,103.1620026,88.29049683,-156.6439972,4.47E-07,79.93099976
266.2229919,469.9710083,0,36.62229919,1,76.75460052,91.70890045,103.2450027,88.29109955,11.37720013,4.48E-07,79.39399719
266.4230042,469.9710083,0,36.79019928,1,76.67140198,91.70829773,103.3290024,88.29170227,178.2109985,4.48E-07,81.85810089
266.6229858,469.9710083,0,36.95840073,1,76.58830261,91.70770264,103.4120026,88.29229736,-16.14259911,4.48E-07,81.74960327
266.822998,469.9710083,0,37.1269989,1,76.50530243,91.70709991,103.4950027,88.29290009,148.3190002,4.48E-07,80.90650177
267.0230103,469.9710083,0,37.29589844,1,76.42230225,91.70649719,103.5780029,88.29350281,-48.40449905,4.48E-07,81.3184967
267.2229919,469.9710083,0,37.46500015,1,76.33930206,91.7059021,103.6610031,88.2940979,113.689003,4.48E-07,79.1608963
267.4230042,469.9710083,0,37.6344986,1,76.25640106,91.70529938,103.7440033,88.29470062,-85.39890289,4.48E-07,79.7256012
267.6229858,469.9710083,0,37.8042984,1,76.17359924,91.70469666,103.8259964,88.29530334,74.33239746,4.49E-07,82.94450378
267.822998,469.9710083,0,37.97439957,1,76.09089661,91.70410156,103.9089966,88.29589844,-127.1159973,4.49E-07,82.15260315
268.0230103,469.9710083,0,38.1446991,1,76.0082016,91.70349884,103.9919968,88.29650116,30.25830078,4.49E-07,80.99459839
268.2229919,469.9710083,0,38.31539917,1,75.92549896,91.70290375,104.0739975,88.29709625,-173.5449982,4.49E-07,80.31259918
268.4230042,469.9710083,0,38.48630142,1,75.84290314,91.70230103,104.1569977,88.29769897,-18.52319908,4.49E-07,79.01869965
268.6229858,469.9710083,0,38.65750122,1,75.76039886,91.7016983,104.2399979,88.2983017,135.3240051,4.49E-07,80.94760132
268.822998,469.9710083,0,38.82899857,1,75.6780014,91.7009964,104.3219986,88.2990036,-72.00170135,4.50E-07,83.02839661
269.0230103,469.9710083,0,39.0007019,1,75.59559631,91.70040131,104.4039993,88.29959869,79.50090027,4.50E-07,83.00710297
269.2229919,469.9710083,0,39.17279816,1,75.51319885,91.69979858,104.4869995,88.30020142,-130.1670074,4.50E-07,83.83409882
269.4230042,469.9710083,0,39.3451004,1,75.43090057,91.69909668,104.5690002,88.30090332,18.99600029,4.50E-07,80.45960236
269.6229858,469.9710083,0,39.51760101,1,75.34870148,91.69850159,104.651001,88.30149841,166.9909973,4.50E-07,78.24520111
269.822998,469.9710083,0,39.69039917,1,75.26660156,91.69789886,104.7330017,88.30210114,-46.18000031,4.50E-07,78.55039978
270.0230103,469.9710083,0,39.86349869,1,75.18450165,91.69719696,104.8160019,88.30280304,99.48349762,4.51E-07,80.72399902
270.2229919,469.9710083,0,40.03680038,1,75.10240173,91.69660187,104.8980026,88.30339813,-116.0169983,4.51E-07,82.99359894
270.4230042,469.9710083,0,40.21030045,1,75.02050018,91.69589996,104.9800034,88.30410004,27.32029915,4.51E-07,83.63169861
270.6229858,469.9710083,0,40.38410187,1,74.93849945,91.69529724,105.060997,88.30470276,169.4960022,4.51E-07,82.76470184
270.822998,469.9710083,0,40.55820084,1,74.85669708,91.69460297,105.1429977,88.30539703,-49.4878006,4.51E-07,80.79029846
271.0230103,469.9710083,0,40.73249817,1,74.77490234,91.69400024,105.2249985,88.30599976,90.36969757,4.52E-07,78.9957962
271.2229919,469.9710083,0,40.9070015,1,74.69319916,91.69329834,105.3069992,88.30670166,-130.9299927,4.52E-07,78.72519684
271.4230042,469.9710083,0,41.08169937,1,74.6115036,91.69270325,105.3880005,88.30729675,6.614439964,4.52E-07,80.25869751
271.6229858,469.9710083,0,41.25669861,1,74.52999878,91.69200134,105.4700012,88.30799866,143.0039978,4.52E-07,81.56359863
271.822998,469.9710083,0,41.43190002,1,74.4484024,91.69129944,105.552002,88.30870056,-81.75879669,4.52E-07,81.81130219
272.0230103,469.9710083,0,41.60739899,1,74.36699677,91.69069672,105.6330032,88.30930328,52.32630157,4.52E-07,82.44670105
272.2229919,469.9710083,0,41.78300095,1,74.28559875,91.69000244,105.7139969,88.30999756,-174.7389984,4.53E-07,81.71099854
272.4230042,469.9710083,0,41.95890045,1,74.20420074,91.68930054,105.7959976,88.31069946,-42.95339966,4.53E-07,80.44110107
272.6229858,469.9710083,0,42.13499832,1,-50.08349991,92.27429962,-129.4700012,87.72570038,110.5530014,3.36E-07,91.15059662
272.822998,469.9710083,0,42.31129837,1,-49.99580002,92.27140045,-129.5579987,87.72859955,-64.19470215,3.37E-07,95.06839752
273.0230103,469.9710083,0,42.4878006,1,-49.90829849,92.26850128,-129.6450043,87.73149872,120.0660019,3.37E-07,100.4639969
273.2229919,469.9710083,0,42.66450119,1,-49.82099915,92.26570129,-129.7319946,87.73429871,-56.65969849,3.38E-07,100.1740036
273.4230042,469.9710083,0,42.84140015,1,-49.73400116,92.26280212,-129.8190002,87.73719788,125.6299973,3.38E-07,92.51429749
273.6229858,469.9710083,0,43.01850128,1,-49.64709854,92.25990295,-129.9060059,87.74009705,-53.05920029,3.38E-07,92.81680298
273.822998,469.9710083,0,43.19589996,1,-49.5605011,92.25710297,-129.9929962,87.74289703,127.2750015,3.39E-07,102.2259979
274.0230103,469.9710083,0,43.37340164,1,-49.47409821,92.2542038,-130.0789948,87.7457962,-53.36370087,3.39E-07,98.07499695
274.2229919,469.9710083,0,43.55110168,1,-49.38790131,92.25140381,-130.1649933,87.74859619,125.0289993,3.40E-07,94.6638031
274.4230042,469.9710083,0,43.72900009,1,-49.30199814,92.24849701,-130.2510071,87.75150299,-57.54349899,3.40E-07,93.21800232
274.6229858,469.9710083,0,43.90710068,1,-49.21620178,92.24569702,-130.3370056,87.75430298,118.9219971,3.41E-07,95.49479675
274.822998,469.9710083,0,44.08539963,1,-49.13069916,92.24279785,-130.4230042,87.75720215,-65.56950378,3.41E-07,104.1149979
275.0230103,469.9710083,0,44.26380157,1,-49.04539871,92.23999786,-130.5079956,87.76000214,108.9840012,3.41E-07,94.19670105
275.2229919,469.9710083,0,44.44250107,1,-48.96030045,92.23719788,-130.5930023,87.76280212,-77.41269684,3.42E-07,95.34960175
275.4230042,469.9710083,0,44.62129974,1,-48.87540054,92.23429871,-130.6779938,87.76570129,95.24340057,3.42E-07,93.21980286
275.6229858,469.9710083,0,44.8003006,1,-48.79079819,92.23149872,-130.7630005,87.76850128,-93.04399872,3.43E-07,101.3919983
275.822998,469.9710083,0,44.97949982,1,-14.55580044,92.94619751,14.55580044,87.05380249,-121.0820007,2.60E-07,95.47589874
276.0230103,469.9710083,0,45.15890121,1,-14.59290028,92.95359802,14.59290028,87.04640198,-28.61709976,2.59E-07,96.80750275
276.2229919,469.9710083,0,45.33840179,1,-14.63029957,92.96099854,14.63029957,87.03900146,63.70100021,2.58E-07,97.19869995
276.4230042,469.9710083,0,45.51810074,1,-14.66779995,92.96839905,14.66779995,87.03160095,155.8710022,2.58E-07,95.06690216
276.6229858,469.9710083,0,45.69800186,1,-14.70549965,92.97579956,14.70549965,87.02420044,-112.1090012,2.57E-07,99.28279877
276.822998,469.9710083,0,45.87810135,1,-14.74339962,92.98329926,14.74339962,87.01670074,-20.23880005,2.56E-07,94.98290253
277.0230103,469.9710083,0,46.05830002,1,-14.78149986,92.99079895,14.78149986,87.00920105,71.47930145,2.56E-07,98.14890289
277.2229919,469.9710083,0,46.23860168,1,-14.81980038,92.99839783,14.81980038,87.00160217,163.0449982,2.55E-07,94.85839844
277.4230042,469.9710083,0,46.4192009,1,-14.85830021,93.0059967,14.85830021,86.9940033,-105.5439987,2.55E-07,97.50499725
277.6229858,469.9710083,0,46.59989929,1,-14.89690018,93.01360321,14.89690018,86.98639679,-14.28849983,2.54E-07,96.45929718
277.822998,469.9710083,0,46.78070068,1,-14.9357996,93.02130127,14.9357996,86.97869873,76.81079865,2.53E-07,95.49230194
278.0230103,469.9710083,0,46.96170044,1,-14.97490025,93.02899933,14.97490025,86.97100067,167.7519989,2.53E-07,98.8660965
278.2229919,469.9710083,0,47.14289856,1,-15.01410007,93.03669739,15.01410007,86.96330261,-101.4649963,2.52E-07,94.64890289
278.4230042,469.9710083,0,47.32419968,1,-15.05360031,93.04450226,15.05360031,86.95549774,-10.84300041,2.51E-07,99.78890228
242.4230042,470.17099,1,20.91959953,1,-70.30799866,101.0230026,109.6920013,78.97669983,-111.6299973,6.98E-08,74.57160187
242.6230011,470.17099,1,20.98660088,1,-69.78430176,100.987999,110.2160034,79.01229858,-33.30699921,7.00E-08,67.51270294
242.822998,470.17099,1,21.05529976,1,-69.26409912,100.9509964,110.7360001,79.04859924,37.92449951,7.03E-08,66.54470062
243.022995,470.17099,1,21.12560081,1,-68.74749756,100.9140015,111.2529984,79.08550262,102.1340027,7.05E-08,70.72129822
243.2230072,470.17099,1,21.1977005,1,-68.23439789,100.8769989,111.7659988,79.12310028,159.3919983,7.07E-08,68.18840027
243.4230042,470.17099,1,21.27129936,1,-67.72499847,100.8389969,112.2750015,79.16120148,-150.2319946,7.10E-08,65.14060211
243.6230011,470.17099,1,21.34659958,1,-67.21929932,100.8000031,112.7809982,79.19989777,-106.6660004,7.12E-08,70.3286972
243.822998,470.17099,1,21.42340088,1,-66.71730042,100.7610016,113.2829971,79.2390976,-69.83869934,7.15E-08,70.71469879
244.022995,470.17099,1,21.50189972,1,-66.21910095,100.7210007,113.7809982,79.27880096,-39.6772995,7.17E-08,65.43250275
244.2230072,470.17099,1,21.58189964,1,-65.72460175,100.6809998,114.2750015,79.31900024,-16.10930061,7.20E-08,68.65699768
244.4230042,470.17099,1,21.66349983,1,-65.23400116,100.6399994,114.7659988,79.35970306,0.938369989,7.23E-08,68.92970276
244.6230011,470.17099,1,21.7465992,1,-64.74720001,100.598999,115.2529984,79.40080261,11.53899956,7.26E-08,64.25749969
244.822998,470.17099,1,21.83119965,1,-64.26429749,100.5579987,115.7360001,79.44239807,15.7663002,7.28E-08,74.95379639
245.022995,470.17099,1,21.91729927,1,-63.78530121,100.5159988,116.2149963,79.48439789,13.69400024,7.31E-08,64.96060181
245.2230072,470.17099,1,22.00489998,1,-63.31019974,100.4729996,116.6900024,79.52670288,5.396110058,7.34E-08,67.25460052
245.4230042,470.17099,1,22.09399986,1,-62.8390007,100.4309998,117.1610031,79.56939697,-9.053299904,7.37E-08,70.93569946
245.6230011,470.17099,1,22.18449974,1,-62.37170029,100.3880005,117.6279984,79.61239624,-29.58009911,7.40E-08,65.17030334
245.822998,470.17099,1,22.27639961,1,-61.90840149,100.3440018,118.0920029,79.65579987,-56.11040115,7.43E-08,81.73110199
246.022995,470.17099,1,22.36980057,1,-61.44910049,100.3010025,118.5510025,79.69940186,-88.56990051,7.46E-08,66.08979797
246.2230072,470.17099,1,22.46450043,1,-60.99380112,100.2570038,119.0059967,79.74330139,-126.8850021,7.50E-08,74.17630005
246.4230042,470.17099,1,22.56060028,1,-60.54240036,100.2129974,119.4580002,79.78749847,-170.9819946,7.53E-08,68.3506012
246.6230011,470.17099,1,22.65810013,1,-60.09500122,100.1679993,119.9049988,79.83190155,139.2140045,7.56E-08,71.14730072
246.822998,470.17099,1,22.75690079,1,-59.65159988,100.1240005,120.3479996,79.87650299,83.77420044,7.59E-08,68.97450256
247.022995,470.17099,1,22.85709953,1,-59.21220016,100.0790024,120.788002,79.9213028,22.7730999,7.63E-08,68.64820099
247.2230072,470.17099,1,22.95849991,1,-58.77669907,100.0339966,121.2229996,79.96630096,-43.71689987,7.66E-08,69.20659637
247.4230042,470.17099,1,23.06119919,1,-58.34529877,99.9885025,121.6549988,80.0114975,-115.6230011,7.69E-08,74.32109833
247.6230011,470.17099,1,23.16519928,1,-57.9178009,99.94319916,122.0820007,80.05680084,167.1260071,7.73E-08,74.72689819
247.822998,470.17099,1,23.27050018,1,-57.49420166,99.89779663,122.5059967,80.10220337,84.60220337,7.76E-08,70.46389771
248.022995,470.17099,1,23.37700081,1,-57.07460022,99.85230255,122.9250031,80.14769745,-3.122960091,7.80E-08,72.62069702
