Longitude,Latitude,LoS,distance,num_paths,DoD_phi,DoD_theta,DoA_phi,DoA_theta,phase,ToA,y
256.2229919,469.9710083,0,28.75429916,1,-75.04699707,92.85179901,-104.9530029,87.14820099,37.15140152,2.68E-07,97.64800262
256.4230042,469.9710083,0,28.89870071,1,-74.90920258,92.84999847,-105.0910034,87.15000153,95.78910065,2.68E-07,92.22470093
256.6229858,469.9710083,0,29.04380035,1,-74.77159882,92.84809875,-105.2279968,87.15190125,138.8339996,2.69E-07,91.14679718
256.822998,469.9710083,0,29.18959999,1,-74.63410187,92.84619904,-105.3659973,87.15380096,166.3179932,2.69E-07,95.08300018
257.0230103,469.9710083,0,29.33600044,1,-74.49690247,92.8443985,-105.5029984,87.1556015,178.2689972,2.69E-07,94.46600342
257.2229919,469.9710083,0,29.4829998,1,-74.35980225,92.84249878,-105.6399994,87.15750122,174.7200012,2.69E-07,92.73570251
257.4230042,469.9710083,0,29.63069916,1,-74.22290039,92.84059906,-105.7770004,87.15940094,155.701004,2.69E-07,94.22789764
257.6229858,469.9710083,0,29.77890015,1,-74.0861969,92.83869934,-105.9140015,87.16130066,121.2429962,2.70E-07,93.92510223
257.822998,469.9710083,0,29.92779922,1,-73.9496994,92.83670044,-106.0500031,87.16329956,71.37789917,2.70E-07,93.95739746
258.0230103,469.9710083,0,30.07719994,1,-73.81340027,92.83480072,-106.1869965,87.16519928,6.136209965,2.70E-07,92.6914978
258.2229919,469.9710083,0,30.22719955,1,-73.6772995,92.83280182,-106.322998,87.16719818,-74.44999695,2.70E-07,93.27600098
258.4230042,469.9710083,0,30.37789917,1,-73.54129791,92.83080292,-106.4589996,87.16919708,-170.348999,2.70E-07,92.07099915
258.6229858,469.9710083,0,30.52899933,1,-73.4056015,92.8289032,-106.5940018,87.1710968,78.47109985,2.70E-07,93.21269989
258.822998,469.9710083,0,30.68079948,1,-73.26999664,92.82689667,-106.7300034,87.17310333,-47.95750046,2.71E-07,93.123703
259.0230103,469.9710083,0,30.83300018,1,-73.13459778,92.82479858,-106.8649979,87.17520142,170.3970032,2.71E-07,94.02110291
259.2229919,469.9710083,0,30.98590088,1,-72.99939728,92.82279968,-107.0009995,87.17720032,13.56840038,2.71E-07,96.4815979
259.4230042,469.9710083,0,31.13920021,1,-72.86450195,92.82080078,-107.1360016,87.17919922,-158.4120026,2.71E-07,98.18990326
259.6229858,469.9710083,0,31.29310036,1,-72.72969818,92.8187027,-107.2699966,87.1812973,14.48900032,2.71E-07,98.44719696
259.822998,469.9710083,0,31.44750023,1,-114.0029984,92.70469666,-113.5559998,87.29530334,156.0059967,2.83E-07,99.68360138
260.0230103,469.9710083,0,31.60239983,1,-114.1269989,92.70220184,-113.6800003,87.29779816,-17.53759956,2.83E-07,97.55319977
260.2229919,469.9710083,0,31.75790024,1,-114.25,92.69960022,-113.8040009,87.30039978,155.3670044,2.83E-07,96.66899872
260.4230042,469.9710083,0,31.91379929,1,-114.3740005,92.6969986,-113.927002,87.3030014,-45.33100128,2.84E-07,94.73059845
260.6229858,469.9710083,0,32.07020187,1,-114.4970016,92.69450378,-114.0500031,87.30549622,100.2819977,2.84E-07,92.95210266
260.822998,469.9710083,0,32.22710037,1,-114.6200027,92.69190216,-114.1729965,87.30809784,-127.9020004,2.84E-07,92.14489746
261.0230103,469.9710083,0,32.3844986,1,-114.7429962,92.68930054,-114.2959976,87.31069946,-9.910260201,2.84E-07,92.62190247
261.2229919,469.9710083,0,32.54230118,1,78.85150146,91.72250366,101.1490021,88.27749634,150.8849945,4.44E-07,94.44529724
261.4230042,469.9710083,0,32.70059967,1,78.76699829,91.72190094,101.2330017,88.27809906,-74.04329681,4.44E-07,97.80899811
261.6229858,469.9710083,0,32.85929871,1,78.68250275,91.7213974,101.3170013,88.2786026,51.3042984,4.44E-07,101.2310028
261.822998,469.9710083,0,33.01850128,1,78.59809875,91.72090149,101.4020004,88.27909851,166.9369965,4.44E-07,103.6800003
262.0230103,469.9710083,0,33.17819977,1,78.51380157,91.72039795,101.4860001,88.27960205,-87.13700104,4.45E-07,113.2009964
262.2229919,469.9710083,0,33.33819962,1,-115.473999,92.67359924,-115.0279999,87.32640076,128.154007,2.86E-07,99.49019623
262.4230042,469.9710083,0,33.49879837,1,-115.5950012,92.67089844,-115.1490021,87.32910156,155.2920074,2.86E-07,93.83039856
262.6229858,469.9710083,0,33.65969849,1,-115.7160034,92.66829681,-115.2699966,87.33170319,170.0780029,2.87E-07,91.90329742
262.822998,469.9710083,0,33.82099915,1,-115.836998,92.66560364,-115.3899994,87.33439636,172.6069946,2.87E-07,93.56130219
263.0230103,469.9710083,0,33.98279953,1,-115.9570007,92.66300201,-115.5110016,87.33699799,162.802002,2.87E-07,98.44950104
263.2229919,469.9710083,0,34.14490128,1,-116.0770035,92.66030121,-115.6309967,87.33969879,140.5859985,2.88E-07,109.8420029
263.4230042,469.9710083,0,34.30749893,1,-116.1969986,92.6576004,-115.7509995,87.3423996,105.9100037,2.88E-07,96.66359711
263.6229858,469.9710083,0,34.47050095,1,-116.3170013,92.65499878,-115.8700027,87.34500122,58.74549866,2.88E-07,93.31069946
263.822998,469.9710083,0,34.63380051,1,-116.435997,92.65229797,-115.9899979,87.34770203,-0.916022003,2.88E-07,92.70980072
264.0230103,469.9710083,0,34.79750061,1,-116.5559998,92.64959717,-116.1090012,87.35040283,-73.0727005,2.89E-07,98.22660065
264.2229919,469.9710083,0,34.96160126,1,-116.6750031,92.64689636,-116.2279968,87.35310364,-157.7149963,2.89E-07,102.6579971
264.4230042,469.9710083,0,35.12609863,1,-116.7929993,92.64420319,-116.3460007,87.35579681,105.1740036,2.89E-07,94.9960022
264.6229858,469.9710083,0,35.29090118,1,-116.9120026,92.64150238,-116.4649963,87.35849762,-4.389100075,2.90E-07,93.27339935
264.822998,469.9710083,0,35.45610046,1,-117.0299988,92.63880157,-116.5830002,87.36119843,-126.3830032,2.90E-07,97.81400299
265.0230103,469.9710083,0,35.62170029,1,-117.1480026,92.63600159,-116.7009964,87.36399841,99.21420288,2.90E-07,105.2300034
265.2229919,469.9710083,0,35.78760147,1,-117.2649994,92.63330078,-116.8190002,87.36669922,-47.57780075,2.91E-07,95.62609863
265.4230042,469.9710083,0,35.95389938,1,-117.3830032,92.63059998,-116.935997,87.36940002,153.2610016,2.91E-07,93.70539856
265.6229858,469.9710083,0,36.12049866,1,77.00440216,91.71060181,102.9960022,88.28939819,169.8650055,4.47E-07,101.1169968
265.822998,469.9710083,0,36.28739929,1,76.9210968,91.70999908,103.0790024,88.29000092,93.07430267,4.47E-07,97.63929749
266.0230103,469.9710083,0,36.45470047,1,76.83779907,91.70950317,103.1620026,88.29049683,6.760220051,4.47E-07,98.73280334
266.2229919,469.9710083,0,36.62229919,1,76.75460052,91.70890045,103.2450027,88.29109955,-89.06770325,4.48E-07,100.5410004
266.4230042,469.9710083,0,36.79019928,1,76.67140198,91.70829773,103.3290024,88.29170227,165.6000061,4.48E-07,97.23590088
266.6229858,469.9710083,0,36.95840073,1,76.58830261,91.70770264,103.4120026,88.29229736,50.77420044,4.48E-07,100.0189972
266.822998,469.9710083,0,37.1269989,1,76.50530243,91.70709991,103.4950027,88.29290009,-73.53639984,4.48E-07,98.30069733
267.0230103,469.9710083,0,37.29589844,1,76.42230225,91.70649719,103.5780029,88.29350281,152.6779938,4.48E-07,98.70659637
267.2229919,469.9710083,0,37.46500015,1,76.33930206,91.7059021,103.6610031,88.2940979,9.42825985,4.48E-07,99.66159821
267.4230042,469.9710083,0,37.6344986,1,76.25640106,91.70529938,103.7440033,88.29470062,-143.2769928,4.48E-07,98.39820099
267.6229858,469.9710083,0,37.8042984,1,76.17359924,91.70469666,103.8259964,88.29530334,54.57389832,4.49E-07,99.97930145
267.822998,469.9710083,0,37.97439957,1,76.09089661,91.70410156,103.9089966,88.29589844,-117.0100021,4.49E-07,97.98609924
268.0230103,469.9710083,0,38.1446991,1,76.0082016,91.70349884,103.9919968,88.29650116,61.98049927,4.49E-07,97.76499939
268.2229919,469.9710083,0,38.31539917,1,75.92549896,91.70290375,104.0739975,88.29709625,-128.4429932,4.49E-07,102.0159988
268.4230042,469.9710083,0,38.48630142,1,75.84290314,91.70230103,104.1569977,88.29769897,31.72900009,4.49E-07,100.5210037
268.6229858,469.9710083,0,38.65750122,1,75.76039886,91.7016983,104.2399979,88.2983017,-177.4929962,4.49E-07,98.3707962
268.822998,469.9710083,0,38.82899857,1,75.6780014,91.7009964,104.3219986,88.2990036,-36.09909821,4.50E-07,99.72640228
269.0230103,469.9710083,0,39.0007019,1,75.59559631,91.70040131,104.4039993,88.29959869,95.92120361,4.50E-07,101.2409973
269.2229919,469.9710083,0,39.17279816,1,75.51319885,91.69979858,104.4869995,88.30020142,-141.4219971,4.50E-07,100.2839966
269.4230042,469.9710083,0,39.3451004,1,75.43090057,91.69909668,104.5690002,88.30090332,-28.11759949,4.50E-07,97.90709686
269.6229858,469.9710083,0,39.51760101,1,75.34870148,91.69850159,104.651001,88.30149841,75.84410095,4.50E-07,96.65460205
269.822998,469.9710083,0,39.69039917,1,75.26660156,91.69789886,104.7330017,88.30210114,170.473999,4.50E-07,97.72599792
270.0230103,469.9710083,0,39.86349869,1,75.18450165,91.69719696,104.8160019,88.30280304,-104.2180023,4.51E-07,99.62619781
270.2229919,469.9710083,0,40.03680038,1,75.10240173,91.69660187,104.8980026,88.30339813,-28.22069931,4.51E-07,99.21869659
270.4230042,469.9710083,0,40.21030045,1,75.02050018,91.69589996,104.9800034,88.30410004,38.47629929,4.51E-07,98.0522995
270.6229858,469.9710083,0,40.38410187,1,74.93849945,91.69529724,105.060997,88.30470276,95.88349915,4.51E-07,98.24829865
270.822998,469.9710083,0,40.55820084,1,74.85669708,91.69460297,105.1429977,88.30539703,144.0119934,4.51E-07,100.1669998
271.0230103,469.9710083,0,40.73249817,1,74.77490234,91.69400024,105.2249985,88.30599976,-177.128006,4.52E-07,102.2289963
271.2229919,469.9710083,0,40.9070015,1,74.69319916,91.69329834,105.3069992,88.30670166,-147.526001,4.52E-07,98.82710266
271.4230042,469.9710083,0,41.08169937,1,74.6115036,91.69270325,105.3880005,88.30729675,-127.1709976,4.52E-07,96.14749908
271.6229858,469.9710083,0,41.25669861,1,74.52999878,91.69200134,105.4700012,88.30799866,-116.0510025,4.52E-07,96.74420166
271.822998,469.9710083,0,41.43190002,1,74.4484024,91.69129944,105.552002,88.30870056,-114.1559982,4.52E-07,99.55719757
272.0230103,469.9710083,0,41.60739899,1,74.36699677,91.69069672,105.6330032,88.30930328,-121.4759979,4.52E-07,102.4800034
272.2229919,469.9710083,0,41.78300095,1,74.28559875,91.69000244,105.7139969,88.30999756,-137.9989929,4.53E-07,99.68640137
272.4230042,469.9710083,0,41.95890045,1,74.20420074,91.68930054,105.7959976,88.31069946,-163.7140045,4.53E-07,99.65550232
272.6229858,469.9710083,0,42.13499832,1,-13.98560047,92.83339691,13.98560047,87.16660309,107.2669983,2.70E-07,121.4560013
272.822998,469.9710083,0,42.31129837,1,-14.02000046,92.84020233,14.02000046,87.15979767,146.5299988,2.69E-07,117.0459976
273.0230103,469.9710083,0,42.4878006,1,-14.05449963,92.84700012,14.05449963,87.15299988,-175.2189941,2.69E-07,117.4329987
273.2229919,469.9710083,0,42.66450119,1,-14.08920002,92.85389709,14.08920002,87.14610291,-137.9880066,2.68E-07,124.1230011
273.4230042,469.9710083,0,42.84140015,1,-14.1239996,92.8608017,14.1239996,87.1391983,-101.7829971,2.67E-07,125.8069992
273.6229858,469.9710083,0,43.01850128,1,-14.15909958,92.86769867,14.15909958,87.13230133,-66.6128006,2.67E-07,121.8539963
273.822998,469.9710083,0,43.19589996,1,-14.19419956,92.87470245,14.19419956,87.12529755,-32.48450089,2.66E-07,113.7340012
274.0230103,469.9710083,0,43.37340164,1,-14.22959995,92.88169861,14.22959995,87.11830139,0.594277024,2.65E-07,110.6969986
274.2229919,469.9710083,0,43.55110168,1,-14.26509953,92.88870239,14.26509953,87.11129761,32.61560059,2.65E-07,107.5029984
274.4230042,469.9710083,0,43.72900009,1,-14.30080032,92.89579773,14.30080032,87.10420227,63.57180023,2.64E-07,107.8909988
274.6229858,469.9710083,0,43.90710068,1,-14.33670044,92.9029007,14.33670044,87.0970993,93.45500183,2.64E-07,107.2959976
274.822998,469.9710083,0,44.08539963,1,-14.37279987,92.91000366,14.37279987,87.08999634,122.2570038,2.63E-07,109.5100021
275.0230103,469.9710083,0,44.26380157,1,-14.4090004,92.91719818,14.4090004,87.08280182,149.9700012,2.62E-07,113.0009995
275.2229919,469.9710083,0,44.44250107,1,-14.44540024,92.92440033,14.44540024,87.07559967,176.5859985,2.62E-07,114.0130005
275.4230042,469.9710083,0,44.62129974,1,-14.48200035,92.93170166,14.48200035,87.06829834,-157.9029999,2.61E-07,110.7529984
275.6229858,469.9710083,0,44.8003006,1,-14.51879978,92.93890381,14.51879978,87.06109619,-133.5059967,2.60E-07,107.512001
275.822998,469.9710083,0,44.97949982,1,-14.55580044,92.94619751,14.55580044,87.05380249,-110.2310028,2.60E-07,110.6039963
276.0230103,469.9710083,0,45.15890121,1,-14.59290028,92.95359802,14.59290028,87.04640198,-88.08670044,2.59E-07,111.2030029
276.2229919,469.9710083,0,45.33840179,1,-14.63029957,92.96099854,14.63029957,87.03900146,-67.08100128,2.58E-07,109.9869995
276.4230042,469.9710083,0,45.51810074,1,-14.66779995,92.96839905,14.66779995,87.03160095,-47.22269821,2.58E-07,111.2320023
276.6229858,469.9710083,0,45.69800186,1,-14.70549965,92.97579956,14.70549965,87.02420044,-28.52070045,2.57E-07,110.2809982
276.822998,469.9710083,0,45.87810135,1,-14.74339962,92.98329926,14.74339962,87.01670074,-10.98359966,2.56E-07,110.4079971
277.0230103,469.9710083,0,46.05830002,1,-14.78149986,92.99079895,14.78149986,87.00920105,5.379730225,2.56E-07,110.8939972
277.2229919,469.9710083,0,46.23860168,1,-14.81980038,92.99839783,14.81980038,87.00160217,20.56030083,2.55E-07,110.1190033
277.4230042,469.9710083,0,46.4192009,1,-14.85830021,93.0059967,14.85830021,86.9940033,34.54919815,2.55E-07,110.5339966
277.6229858,469.9710083,0,46.59989929,1,-14.89690018,93.01360321,14.89690018,86.98639679,47.33720016,2.54E-07,110.2789993
277.822998,469.9710083,0,46.78070068,1,-14.9357996,93.02130127,14.9357996,86.97869873,58.9151001,2.53E-07,109.9929962
278.0230103,469.9710083,0,46.96170044,1,-14.97490025,93.02899933,14.97490025,86.97100067,69.2736969,2.53E-07,110.6200027
278.2229919,469.9710083,0,47.14289856,1,-15.01410007,93.03669739,15.01410007,86.96330261,78.40350342,2.52E-07,109.6549988
278.4230042,469.9710083,0,47.32419968,1,-15.05360031,93.04450226,15.05360031,86.95549774,86.29509735,2.51E-07,110.4889984
242.4230042,470.17099,1,20.91959953,1,-70.30799866,101.0230026,109.6920013,78.97669983,-173.048996,6.98E-08,84.5381012
242.6230011,470.17099,1,20.98660088,1,-69.78430176,100.987999,110.2160034,79.01229858,93.53109741,7.00E-08,87.2723999
242.822998,470.17099,1,21.05529976,1,-69.26409912,100.9509964,110.7360001,79.04859924,-56.61719894,7.03E-08,88.47540283
243.022995,470.17099,1,21.12560081,1,-68.74749756,100.9140015,111.2529984,79.08550262,97.05909729,7.05E-08,87.83879852
243.2230072,470.17099,1,21.1977005,1,-68.23439789,100.8769989,111.7659988,79.12310028,-164.8809967,7.07E-08,87.07640076
243.4230042,470.17099,1,21.27129936,1,-67.72499847,100.8389969,112.2750015,79.16120148,-121.8710022,7.10E-08,87.42870331
243.6230011,470.17099,1,21.34659958,1,-67.21929932,100.8000031,112.7809982,79.19989777,-133.3439941,7.12E-08,86.12190247
243.822998,470.17099,1,21.42340088,1,-66.71730042,100.7610016,113.2829971,79.2390976,161.2769928,7.15E-08,90.90730286
244.022995,470.17099,1,21.50189972,1,-66.21910095,100.7210007,113.7809982,79.27880096,42.56829834,7.17E-08,87.15930176
244.2230072,470.17099,1,21.58189964,1,-65.72460175,100.6809998,114.2750015,79.31900024,-128.8880005,7.20E-08,85.51860046
244.4230042,470.17099,1,21.66349983,1,-65.23400116,100.6399994,114.7659988,79.35970306,7.493189812,7.23E-08,86.53269958
244.6230011,470.17099,1,21.7465992,1,-64.74720001,100.598999,115.2529984,79.40080261,92.29820251,7.26E-08,84.10500336
244.822998,470.17099,1,21.83119965,1,-64.26429749,100.5579987,115.7360001,79.44239807,126.1159973,7.28E-08,83.97480011
245.022995,470.17099,1,21.91729927,1,-63.78530121,100.5159988,116.2149963,79.48439789,109.538002,7.31E-08,88.97799683
245.2230072,470.17099,1,22.00489998,1,-63.31019974,100.4729996,116.6900024,79.52670288,43.1548996,7.34E-08,87.76129913
245.4230042,470.17099,1,22.09399986,1,-62.8390007,100.4309998,117.1610031,79.56939697,-72.44039917,7.37E-08,88.97460175
245.6230011,470.17099,1,22.18449974,1,-62.37170029,100.3880005,117.6279984,79.61239624,123.3450012,7.40E-08,87.29170227
245.822998,470.17099,1,22.27639961,1,-61.90840149,100.3440018,118.0920029,79.65579987,-88.89700317,7.43E-08,91.01560211
246.022995,470.17099,1,22.36980057,1,-61.44910049,100.3010025,118.5510025,79.69940186,11.42650032,7.46E-08,85.89430237
246.2230072,470.17099,1,22.46450043,1,-60.99380112,100.2570038,119.0059967,79.74330139,64.90650177,7.50E-08,90.92269897
246.4230042,470.17099,1,22.56060028,1,-60.54240036,100.2129974,119.4580002,79.78749847,72.1332016,7.53E-08,86.92790222
246.6230011,470.17099,1,22.65810013,1,-60.09500122,100.1679993,119.9049988,79.83190155,33.69530106,7.56E-08,88.48690033
246.822998,470.17099,1,22.75690079,1,-59.65159988,100.1240005,120.3479996,79.87650299,-49.8205986,7.59E-08,86.19059753
247.022995,470.17099,1,22.85709953,1,-59.21220016,100.0790024,120.788002,79.9213028,-177.8300018,7.63E-08,90.12809753
247.2230072,470.17099,1,22.95849991,1,-58.77669907,100.0339966,121.2229996,79.96630096,10.25,7.66E-08,87.35810089
247.4230042,470.17099,1,23.06119919,1,-58.34529877,99.9885025,121.6549988,80.0114975,154.9980011,7.69E-08,85.80879974
247.6230011,470.17099,1,23.16519928,1,-57.9178009,99.94319916,122.0820007,80.05680084,-103.0090027,7.73E-08,87.71720123
247.822998,470.17099,1,23.27050018,1,-57.49420166,99.89779663,122.5059967,80.10220337,-43.19760132,7.76E-08,85.82969666
248.022995,470.17099,1,23.37700081,1,-57.07460022,99.85230255,122.9250031,80.14769745,-24.99850082,7.80E-08,85.49839783
